Place_ID,Place_Name,Deskripsi,Kategori,Harga,lokasi,fasilitas,Metadata
27,Puncak Pinus Becici,"Puncak Pinus Becici adalah sebuah destinasi wisata alam yang terletak di Dusun Munggut, Desa Wisata Sari Harjo, Kecamatan Ngaglik, Sleman, Yogyakarta. Tempat ini terkenal karena keindahan hamparan pepohonan pinus yang menjulang tinggi dan udara sejuk di ketinggian. Puncak Pinus Becici menawarkan pemandangan yang menakjubkan, terutama saat matahari terbit atau terbenam, ketika sinar matahari memancar di antara pepohonan pinus yang rindang. Banyak pengunjung yang datang ke sini untuk berfoto di tengah hamparan pinus yang hijau atau sekadar menikmati ketenangan alam. Lokasi Puncak Pinus Becici juga menjadi tempat favorit bagi para pecinta hiking dan trekking, karena terdapat jalur-jalur hiking yang menarik di sekitar area hutan pinus ini. Untuk mencapai Puncak Pinus Becici, pengunjung dapat mengikuti jalur dari arah Magelang atau melalui jalur dari Kaliurang. Dengan keindahan alamnya yang menawan dan udara yang segar, Puncak Pinus Becici menjadi destinasi yang populer bagi wisatawan yang ingin menikmati pesona alam Yogyakarta yang memesona.",Outdoor,3000,Kabupaten Bantul,"Puncak bukit, panorama alam, tempat berkemah, trekking, area bermain anak, tempat duduk bersantai.","27 Puncak Pinus Becici Puncak Pinus Becici adalah sebuah destinasi wisata alam yang terletak di Dusun Munggut, Desa Wisata Sari Harjo, Kecamatan Ngaglik, Sleman, Yogyakarta. Tempat ini terkenal karena keindahan hamparan pepohonan pinus yang menjulang tinggi dan udara sejuk di ketinggian. Puncak Pinus Becici menawarkan pemandangan yang menakjubkan, terutama saat matahari terbit atau terbenam, ketika sinar matahari memancar di antara pepohonan pinus yang rindang. Banyak pengunjung yang datang ke sini untuk berfoto di tengah hamparan pinus yang hijau atau sekadar menikmati ketenangan alam. Lokasi Puncak Pinus Becici juga menjadi tempat favorit bagi para pecinta hiking dan trekking, karena terdapat jalur-jalur hiking yang menarik di sekitar area hutan pinus ini. Untuk mencapai Puncak Pinus Becici, pengunjung dapat mengikuti jalur dari arah Magelang atau melalui jalur dari Kaliurang. Dengan keindahan alamnya yang menawan dan udara yang segar, Puncak Pinus Becici menjadi destinasi yang populer bagi wisatawan yang ingin menikmati pesona alam Yogyakarta yang memesona. Outdoor 3000 Kabupaten Bantul Puncak bukit, panorama alam, tempat berkemah, trekking, area bermain anak, tempat duduk bersantai."
28,Bukit Bintang Yogyakarta,"Bukit Bintang merupakan salah satu lokasi nongkrong favorit di Yogyakarta. Saat malam tiba, pemandangan Yogyakarta sangatlah indah!Terletak di perbatasan Bantul dan Gunungkidul, siapa pun yang berkunjung ke kawasan ini dapat menikmati taburan gemintang di langit malam serta kerlip benderang lampu kota dari ketinggian.Kota ini memiliki Bukit Bintang yang selalu ramai dipadati kawula muda untuk menikmati keindahan malam. Bukit Bintang menjadi tempat yang sempurna untuk menikmati senja hingga malam tiba.",Outdoor,25000,Kabupaten Gunungkidul,"Puncak bukit, tempat hiking, pemandangan malam, area bermain anak, spot foto, kafe.","28 Bukit Bintang Yogyakarta Bukit Bintang merupakan salah satu lokasi nongkrong favorit di Yogyakarta. Saat malam tiba, pemandangan Yogyakarta sangatlah indah!Terletak di perbatasan Bantul dan Gunungkidul, siapa pun yang berkunjung ke kawasan ini dapat menikmati taburan gemintang di langit malam serta kerlip benderang lampu kota dari ketinggian.Kota ini memiliki Bukit Bintang yang selalu ramai dipadati kawula muda untuk menikmati keindahan malam. Bukit Bintang menjadi tempat yang sempurna untuk menikmati senja hingga malam tiba. Outdoor 25000 Kabupaten Gunungkidul Puncak bukit, tempat hiking, pemandangan malam, area bermain anak, spot foto, kafe."
29,Gedung Agung Yogyakarta,"Gedung Agung Yogyakarta, atau yang dikenal juga sebagai Gedung Kepatihan, adalah sebuah bangunan bersejarah yang terletak di Jalan Malioboro No. 56, Yogyakarta. Bangunan ini dibangun pada tahun 1867 oleh Sultan Hamengkubuwono VII sebagai istana kediaman resmi penguasa Yogyakarta. Gedung Agung merupakan salah satu contoh arsitektur kolonial Belanda yang mencerminkan gaya bangunan Eropa klasik dengan sentuhan lokal Jawa, terlihat dari atap joglo dan hiasan kayu ukir yang menghiasi bangunan ini. Di dalam Gedung Agung terdapat ruang-ruang istana yang dihiasi dengan lukisan-lukisan, perabotan antik, dan barang-barang bersejarah yang menjadi saksi bisu dari kehidupan kerajaan Yogyakarta pada masa lalu. Saat ini, Gedung Agung Yogyakarta digunakan untuk acara resmi pemerintahan dan upacara keagamaan, serta kadang-kadang dibuka untuk kunjungan wisatawan yang ingin melihat keindahan arsitektur dan warisan sejarah yang terjaga dengan baik. Bangunan ini juga menjadi simbol kekuasaan dan kebudayaan dari Keraton Yogyakarta yang masih terjaga keberadaannya hingga saat ini.",Outdoor,0,Kota Yogyakarta,"Bangunan bersejarah, museum, ruang pameran, kafe, taman kota, fasilitas parkir.","29 Gedung Agung Yogyakarta Gedung Agung Yogyakarta, atau yang dikenal juga sebagai Gedung Kepatihan, adalah sebuah bangunan bersejarah yang terletak di Jalan Malioboro No. 56, Yogyakarta. Bangunan ini dibangun pada tahun 1867 oleh Sultan Hamengkubuwono VII sebagai istana kediaman resmi penguasa Yogyakarta. Gedung Agung merupakan salah satu contoh arsitektur kolonial Belanda yang mencerminkan gaya bangunan Eropa klasik dengan sentuhan lokal Jawa, terlihat dari atap joglo dan hiasan kayu ukir yang menghiasi bangunan ini. Di dalam Gedung Agung terdapat ruang-ruang istana yang dihiasi dengan lukisan-lukisan, perabotan antik, dan barang-barang bersejarah yang menjadi saksi bisu dari kehidupan kerajaan Yogyakarta pada masa lalu. Saat ini, Gedung Agung Yogyakarta digunakan untuk acara resmi pemerintahan dan upacara keagamaan, serta kadang-kadang dibuka untuk kunjungan wisatawan yang ingin melihat keindahan arsitektur dan warisan sejarah yang terjaga dengan baik. Bangunan ini juga menjadi simbol kekuasaan dan kebudayaan dari Keraton Yogyakarta yang masih terjaga keberadaannya hingga saat ini. Outdoor 0 Kota Yogyakarta Bangunan bersejarah, museum, ruang pameran, kafe, taman kota, fasilitas parkir."
30,The Lost World Castle,"The Lost World Castle merupakan salah satu objek wisata di kawasan lereng Gunung Merapi yang terletak di Dusun Petung, Desa Kepuharjo Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Indonesia. Objek wisata ini dibangun menyerupai Benteng Takeshi dan dibangun di atas lahan 1,3 hektare pada tahun 2016.Pengunjung yang ingin memasuki kawasan The Lost World Castle akan dikenakan biaya sebesar Rp 25.000 tiap orang dan belum termasuk biaya parkir. Biaya parkir mobil sebesar Rp5.000,00, sementara biaya parkir untuk sepeda motor sebesar Rp2.000,00.",Indoor,30000,Kabupaten Sleman,"Istana mini, wahana petualangan, taman bermain, area foto unik, restoran, toko suvenir.","30 The Lost World Castle The Lost World Castle merupakan salah satu objek wisata di kawasan lereng Gunung Merapi yang terletak di Dusun Petung, Desa Kepuharjo Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Indonesia. Objek wisata ini dibangun menyerupai Benteng Takeshi dan dibangun di atas lahan 1,3 hektare pada tahun 2016.Pengunjung yang ingin memasuki kawasan The Lost World Castle akan dikenakan biaya sebesar Rp 25.000 tiap orang dan belum termasuk biaya parkir. Biaya parkir mobil sebesar Rp5.000,00, sementara biaya parkir untuk sepeda motor sebesar Rp2.000,00. Indoor 30000 Kabupaten Sleman Istana mini, wahana petualangan, taman bermain, area foto unik, restoran, toko suvenir."
31,Monumen Sanapati,"Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah.",Outdoor,15000,Kota Yogyakarta,"Monumen sejarah, taman kota, area edukasi, patung pahlawan, fasilitas parkir, spot refleksi.","31 Monumen Sanapati Monumen Sanapati dibangun untuk memeringati 50 tahun persandian Indonesia di Yogyakarta. Persandian di Yogyakarta memiliki andil yang besar dalam mempertahankan kemerdekaan Negara Indonesia. Tercatat pada peristiwa Serangan Umum 1 Maret 1949, sandi buatan Roebiono masih digunakan untuk menyebarkan pesan pada dunia bahwa Indonesia masih ada dan masih bisa melawan. Selanjutnya, peristiwa tersebut dikenal dengan Peristiwa 6 jam di Yogyakarta. Monumen Sanapati terletak di kawasan Kotabaru, tepatnya di tengah persimpangan Jalan Abu Bakar Ali, di taman depan Gereja Santo Antonius. Bangunan Monumen Sanapati berbentuk segitiga berujung lancip menyerupai piramida dengan tinggi 3 meter dan lebar 2,5 meter. Monumen tersebut didesain oleh Drs Kasman dan diresmikan oleh Menteri Sekretaris Negara Republik Indonesia saat itu, Moerdiono, pada 4 April 1996, tepat pada Hari Persandian Indonesia. Pembangunan monument membutuhkan waktu satu bulan dan memakan biaya sebesar 25 juta rupiah. Outdoor 15000 Kota Yogyakarta Monumen sejarah, taman kota, area edukasi, patung pahlawan, fasilitas parkir, spot refleksi."
32,Jurang Tembelan Kanigoro,"Jurang Tembelan Kanigoro berada di Desa Wisata Mangunan, Dlingo, Bantul. Familiar dengan Desa Mangunan, bukan? Kawasan ini memang memiliki tempat wisata bagus yang murah. Termasuk Jurang Tembelan Kanigoro yang berada tidak jauh dari Kebun Buah Mangunan atau Bukit Panguk Kediwung. Dari Jogja, arahkan kendaraan menuju Jalan Imogiri Timur, setelah sampai di pertigaan dekat Pasar Imogiri ikuti arah menuju Mangunan. Untuk menuju ke sana, cek terlebih dahulu kondisi kendaraan. Jalanan yang naik turun serta tikungan tajam, harus diwaspadai. Bagi yang menggunakan kendaraan besar seperti bus, diharapkan memutar melewati Bukit Bintang Gunung Kidul. Selain itu, selalu berhati-hati dan tetap fokus selama berkendara.",Outdoor,2500,Kabupaten Bantul,"Pemandangan alam, trekking, spot foto, area piknik, air terjun, tempat berkemah.","32 Jurang Tembelan Kanigoro Jurang Tembelan Kanigoro berada di Desa Wisata Mangunan, Dlingo, Bantul. Familiar dengan Desa Mangunan, bukan? Kawasan ini memang memiliki tempat wisata bagus yang murah. Termasuk Jurang Tembelan Kanigoro yang berada tidak jauh dari Kebun Buah Mangunan atau Bukit Panguk Kediwung. Dari Jogja, arahkan kendaraan menuju Jalan Imogiri Timur, setelah sampai di pertigaan dekat Pasar Imogiri ikuti arah menuju Mangunan. Untuk menuju ke sana, cek terlebih dahulu kondisi kendaraan. Jalanan yang naik turun serta tikungan tajam, harus diwaspadai. Bagi yang menggunakan kendaraan besar seperti bus, diharapkan memutar melewati Bukit Bintang Gunung Kidul. Selain itu, selalu berhati-hati dan tetap fokus selama berkendara. Outdoor 2500 Kabupaten Bantul Pemandangan alam, trekking, spot foto, area piknik, air terjun, tempat berkemah."
33,The World Landmarks - Merapi Park Yogyakarta,"The World Landmarks - Merapi Park Yogyakarta adalah sebuah taman rekreasi dan wisata edukatif yang terletak di Jalan Kaliurang KM 22, Kepuharjo, Cangkringan, Sleman, Yogyakarta. Taman ini didirikan dengan konsep menghadirkan replika-replika landmark terkenal dari berbagai belahan dunia di tengah pesona alam Gunung Merapi. Dibuka pada tahun 2017, Merapi Park menjadi destinasi yang menarik bagi wisatawan yang ingin menjelajahi miniatur landmark ikonik seperti Menara Eiffel, Patung Liberty, Piramida Giza, dan lainnya, semuanya dalam skala yang proporsional. Selain replika-replika landmark, taman ini juga menyediakan wahana rekreasi seperti flying fox, ATV, dan kolam renang dengan latar belakang pemandangan alam yang spektakuler. Pengunjung dapat menikmati pengalaman berwisata yang unik sambil menikmati udara segar pegunungan dan panorama indah Gunung Merapi di sekitar. The World Landmarks - Merapi Park Yogyakarta menjadi destinasi yang cocok bagi keluarga dan para wisatawan untuk berlibur, belajar, dan menikmati keindahan alam serta keajaiban arsitektur dari berbagai negara di dunia.",Outdoor,22000,Kabupaten Sleman,"Taman hiburan, replika landmark dunia, wahana permainan, area fotografi, toko suvenir, restoran.","33 The World Landmarks - Merapi Park Yogyakarta The World Landmarks - Merapi Park Yogyakarta adalah sebuah taman rekreasi dan wisata edukatif yang terletak di Jalan Kaliurang KM 22, Kepuharjo, Cangkringan, Sleman, Yogyakarta. Taman ini didirikan dengan konsep menghadirkan replika-replika landmark terkenal dari berbagai belahan dunia di tengah pesona alam Gunung Merapi. Dibuka pada tahun 2017, Merapi Park menjadi destinasi yang menarik bagi wisatawan yang ingin menjelajahi miniatur landmark ikonik seperti Menara Eiffel, Patung Liberty, Piramida Giza, dan lainnya, semuanya dalam skala yang proporsional. Selain replika-replika landmark, taman ini juga menyediakan wahana rekreasi seperti flying fox, ATV, dan kolam renang dengan latar belakang pemandangan alam yang spektakuler. Pengunjung dapat menikmati pengalaman berwisata yang unik sambil menikmati udara segar pegunungan dan panorama indah Gunung Merapi di sekitar. The World Landmarks - Merapi Park Yogyakarta menjadi destinasi yang cocok bagi keluarga dan para wisatawan untuk berlibur, belajar, dan menikmati keindahan alam serta keajaiban arsitektur dari berbagai negara di dunia. Outdoor 22000 Kabupaten Sleman Taman hiburan, replika landmark dunia, wahana permainan, area fotografi, toko suvenir, restoran."
34,Museum Sonobudoyo Unit I,"Museum Sonobudoyo Unit I adalah salah satu museum terkemuka di Yogyakarta, Indonesia, yang didedikasikan untuk melestarikan dan memamerkan kekayaan budaya Jawa. Museum ini terletak di Jalan Trikora No. 6, Yogyakarta, berdekatan dengan Keraton Yogyakarta. Berdiri pada tahun 1935, museum ini awalnya merupakan bagian dari upaya Sultan Hamengkubuwono IX untuk mengumpulkan dan melindungi benda-benda seni dan artefak bersejarah Jawa. Koleksi Museum Sonobudoyo Unit I meliputi berbagai macam benda seni, mulai dari wayang kulit, tekstil, perabotan tradisional, hingga naskah kuno Jawa. Museum ini menjadi destinasi menarik bagi wisatawan dan para peneliti yang ingin memahami sejarah dan kekayaan seni budaya Jawa. Dengan arsitektur tradisional Jawa yang khas, museum ini juga menjadi salah satu landmark bersejarah yang memperkaya kota Yogyakarta.",Indoor,5000,Kota Yogyakarta,"Museum sejarah, galeri seni, pameran budaya, area edukasi, kafe, toko buku.","34 Museum Sonobudoyo Unit I Museum Sonobudoyo Unit I adalah salah satu museum terkemuka di Yogyakarta, Indonesia, yang didedikasikan untuk melestarikan dan memamerkan kekayaan budaya Jawa. Museum ini terletak di Jalan Trikora No. 6, Yogyakarta, berdekatan dengan Keraton Yogyakarta. Berdiri pada tahun 1935, museum ini awalnya merupakan bagian dari upaya Sultan Hamengkubuwono IX untuk mengumpulkan dan melindungi benda-benda seni dan artefak bersejarah Jawa. Koleksi Museum Sonobudoyo Unit I meliputi berbagai macam benda seni, mulai dari wayang kulit, tekstil, perabotan tradisional, hingga naskah kuno Jawa. Museum ini menjadi destinasi menarik bagi wisatawan dan para peneliti yang ingin memahami sejarah dan kekayaan seni budaya Jawa. Dengan arsitektur tradisional Jawa yang khas, museum ini juga menjadi salah satu landmark bersejarah yang memperkaya kota Yogyakarta. Indoor 5000 Kota Yogyakarta Museum sejarah, galeri seni, pameran budaya, area edukasi, kafe, toko buku."
35,Lava Bantal,"Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah.",Outdoor,5000,Kabupaten Sleman,"Pemandangan alam vulkanik, area trekking, spot foto, penelitian geologi, tempat duduk bersantai, fasilitas parkir.","35 Lava Bantal Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah. Outdoor 5000 Kabupaten Sleman Pemandangan alam vulkanik, area trekking, spot foto, penelitian geologi, tempat duduk bersantai, fasilitas parkir."
36,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit.",Outdoor,250000,Kabupaten Bantul,"Bukit hijau, spot sunrise/sunset, trekking, area berkemah, gazebo, tempat bersantai.","36 Bukit Panguk Kediwung Bukit Panguk Kediwung adalah salah satu obyek wisata yang menawarkan pemandangan alam dari ketinggian. Jika dibandingkan dengan obyek wisata perbukitan lain di Bantul memang Bukit Panguk Kediwung termasuk baru karena dibuka pada tahun 2016. Namun jangan salah, lokasi ini sudah mencuri hati banyak pengunjung dari dalam maupun luar kota. Bukit Panguk Kediwung berlokasi di Kediwung, Mangunan, Dlingo, Bantul, Yogyakarta. Jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk. Kurang lebih berjarak 20 km dari pusat Kota Yogyakarta. Dari pusat Kota Yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah Jalan Imogiri Timur, ikuti jalan hingga menemukan Pasar Imogiri, lalu belok kiri dan lanjutkan perjalanan menuju ke arah Dlingo, dari sana anda akan mulai melihat petunjuk jalan menuju Bukit Panguk Kediwung. Akses jalan menuju Bukit Panguk Kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman. Sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit. Outdoor 250000 Kabupaten Bantul Bukit hijau, spot sunrise/sunset, trekking, area berkemah, gazebo, tempat bersantai."
37,Candi Prambanan,"Candi Prambanan adalah kompleks candi Hindu terbesar di Indonesia, terletak sekitar 17 kilometer timur laut Yogyakarta. Candi ini dibangun pada abad ke-9 Masehi oleh Wangsa Sanjaya yang memerintah di Kerajaan Mataram Kuno. Bangunan utamanya adalah candi utama yang didedikasikan untuk Trimurti Hindu, yaitu Brahma, Vishnu, dan Shiva. Arsitektur Candi Prambanan sangat indah dengan relief yang halus dan patung dewa-dewa yang menawan. Selama berabad-abad, Candi Prambanan mengalami kerusakan parah akibat gempa bumi dan letusan gunung berapi. Namun, restorasi besar-besaran dilakukan pada abad ke-20 untuk memulihkan keindahannya. Sekarang, Candi Prambanan adalah salah satu situs warisan dunia UNESCO yang paling menakjubkan di Indonesia, menarik pengunjung dari seluruh dunia untuk menyaksikan keajaiban arsitektur dan sejarah Hindu Jawa yang luar biasa.",Outdoor,50000,Kabupaten Sleman,"Situs bersejarah, kuil Hindu, pementasan tari, area keagamaan, fasilitas parkir, kafe.","37 Candi Prambanan Candi Prambanan adalah kompleks candi Hindu terbesar di Indonesia, terletak sekitar 17 kilometer timur laut Yogyakarta. Candi ini dibangun pada abad ke-9 Masehi oleh Wangsa Sanjaya yang memerintah di Kerajaan Mataram Kuno. Bangunan utamanya adalah candi utama yang didedikasikan untuk Trimurti Hindu, yaitu Brahma, Vishnu, dan Shiva. Arsitektur Candi Prambanan sangat indah dengan relief yang halus dan patung dewa-dewa yang menawan. Selama berabad-abad, Candi Prambanan mengalami kerusakan parah akibat gempa bumi dan letusan gunung berapi. Namun, restorasi besar-besaran dilakukan pada abad ke-20 untuk memulihkan keindahannya. Sekarang, Candi Prambanan adalah salah satu situs warisan dunia UNESCO yang paling menakjubkan di Indonesia, menarik pengunjung dari seluruh dunia untuk menyaksikan keajaiban arsitektur dan sejarah Hindu Jawa yang luar biasa. Outdoor 50000 Kabupaten Sleman Situs bersejarah, kuil Hindu, pementasan tari, area keagamaan, fasilitas parkir, kafe."
38,Watu Goyang,"Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman.",Outdoor,2500,Kabupaten Bantul,"Batu raksasa, legenda lokal, area fotografi, spot piknik, kegiatan olahraga, taman alam.","38 Watu Goyang Watu Goyang ini berasal dari Bahasa Jawa yang berarti Batu yang bergoyang. Dulunya di tempat ini terdapat batu yang berada di puncak yang bias bergoyang ketika disentuh maupun didorong. Batu tersebut sudah ada sejak ratuhan tahun yang lalu. Para pengelola menjelaskan bahwa Watu Goyang ini tidak pernah roboh walaupun disetuh bahkan di panjat, tetapi pihak pengelola melarang kesar untuk pengunjung yang mencoba menaiki Watu Goyang tersebut karena akan sangat berbahaya bagi keselamatan. Keunikan dari batu raksasa itu adalah stukturnya yang memuat tonjolan-tonjolan yang unik. Pemandangan alam yang masih hijau dan gunung merapi terlihat sangat alami, sangat cocok bagi para pengunjung untuk menghilangkan rasa bosan dengan aktivitas sehari-hari di perkotaan. Berada di puncak ini pengunjung akan merasakan sejuknya suhu udara, terutama pada pagi hari. Dan ketika di siang hari, meskipun cuaca sedang panas, maka hembusan angin yang menyapa terasa segar dan nyaman. Outdoor 2500 Kabupaten Bantul Batu raksasa, legenda lokal, area fotografi, spot piknik, kegiatan olahraga, taman alam."
39,Kampung Wisata Rejowinangun,"Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini.",Outdoor,0,Kota Yogyakarta,"Wisata desa, homestay, kuliner lokal, lokakarya kerajinan, pemandangan pedesaan, area pertunjukan seni.","39 Kampung Wisata Rejowinangun Kampung wisata Rejowinangun terletak di Kelurahan rejowinangun, Kecamatan Kotagede, Kota Yogyakarta tepatnya sebelah selatan Kebun binatang Gembiraloka. Kampung wisata ini telah dirintis sejak tahun 2010 dan dengan kerjasama seluruh elemen masyarakat, pada tanggal 04 Oktober 2013 oleh Kepala dinas Pariwisata Kota Yogyakarta, Kampung Wisata Rejowinangun diresmikan. Kelurahan Rejowinangun merupakan satu kelurahan dari tiga kelurahan yang ada di Kecamatan Kotagede, sebuah kecamatan diujung timur Kota Yogyakarta yang terkenal dengan perak dan bekas kerajaan Mataram. Kelurahan Rejowinangun memiliki banyak potensi yang jika dikembangkan sungguh akan sangat luar biasa, meskpun saat ini yang terkenal baru Kebun Raya Kebun Binatang (KRKB) Gembiraloka yang lokasinya berada di wilayah Kelurahan Rejowinangun. Dengan adanya tempat wisata KRKB Gembiraloka di wilayah ini, berusaha mengembangkan wilayah kelurahan dengan potensi yang ada sehingga wisatawan selain mengunjungi Gembiraloka bisa singgah di kampung wisata ini. Outdoor 0 Kota Yogyakarta Wisata desa, homestay, kuliner lokal, lokakarya kerajinan, pemandangan pedesaan, area pertunjukan seni."
